"id","species","stop_id","timestamp","lon","lat","lc","argos.semi.major","argos.semi.minor","argos.error.radius","argos.orientation","gps.fix.type.raw","dist_from","n_locs","start","end","duration"
"A179689","AMGO",24,"2019-09-18 15:02:00",-54.9518738,-1.7471616,"G",NA,NA,NA,NA,"3D",4483.398381,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-20 15:02:00",-54.9518471,-1.7473152,"G",NA,NA,NA,NA,"3D",17.3548433,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-22 15:02:00",-54.9520264,-1.7475456,"G",NA,NA,NA,NA,"3D",32.4936152,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-24 15:02:00",-54.9399414,-1.714368,"G",NA,NA,NA,NA,"3D",3930.48788,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",24,"2019-09-26 15:02:00",-54.9517937,-1.7473921,"G",NA,NA,NA,NA,"3D",3905.617055,8,"9/12/2019 15:02","9/26/2019 15:02",14
"A179689","AMGO",25,"2019-09-28 15:02:00",-54.9278336,-1.9037056,"G",NA,NA,NA,NA,"3D",NA,5,"9/28/2019 15:02","10/6/2019 15:02",8
"A179689","AMGO",25,"2019-09-30 15:02:00",-54.93116,-1.9204224,"G",NA,NA,NA,NA,"3D",1897.349272,5,"9/28/2019 15:02","10/6/2019 15:02",8
"A179689","AMGO",25,"2019-10-02 15:02:00",-54.9330826,-1.9059584,"G",NA,NA,NA,NA,"3D",1624.27141,5,"9/28/2019 15:02","10/6/2019 15:02",8
"A179689","AMGO",25,"2019-10-04 15:02:00",-54.9340782,-1.9060096,"G",NA,NA,NA,NA,"3D",110.914906,5,"9/28/2019 15:02","10/6/2019 15:02",8
"A179689","AMGO",25,"2019-10-06 15:02:00",-54.9175186,-1.9461248,"G",NA,NA,NA,NA,"3D",4830.72703,5,"9/28/2019 15:02","10/6/2019 15:02",8
"A179692","AMGO",26,"2019-10-18 15:02:00",-54.5771637,-10.9179773,"G",NA,NA,NA,NA,"3D",NA,2,"10/18/2019 15:02","10/20/2019 15:02",2
"A179692","AMGO",26,"2019-10-20 15:02:00",-54.6469765,-10.9672832,"G",NA,NA,NA,NA,"3D",9399.265288,2,"10/18/2019 15:02","10/20/2019 15:02",2
"A180584","AMGO",27,"2019-09-18 15:02:00",-55.5423355,-1.9813761,"G",NA,NA,NA,NA,"3D",NA,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-20 15:02:00",-55.5422859,-1.9815809,"G",NA,NA,NA,NA,"3D",23.45654058,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-22 15:02:00",-55.5453072,-1.9819392,"G",NA,NA,NA,NA,"3D",338.486611,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-24 15:02:00",-55.5453835,-1.9819648,"G",NA,NA,NA,NA,"3D",8.954189068,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-26 15:02:00",-55.5515251,-2.0562816,"G",NA,NA,NA,NA,"3D",8301.075234,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-28 15:02:00",-55.5857277,-2.0657024,"G",NA,NA,NA,NA,"3D",3946.831438,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-09-30 15:02:00",-55.5884171,-2.0688255,"G",NA,NA,NA,NA,"3D",458.67432,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-10-02 15:02:00",-55.5887489,-2.0698495,"G",NA,NA,NA,NA,"3D",119.818443,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-10-04 15:02:00",-55.5669136,-2.071744,"G",NA,NA,NA,NA,"3D",2438.244832,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-10-06 15:02:00",-55.566452,-2.0701823,"G",NA,NA,NA,NA,"3D",181.2732274,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180584","AMGO",27,"2019-10-08 15:02:00",-55.577076,-2.1021056,"G",NA,NA,NA,NA,"3D",3745.064456,11,"9/18/2019 15:02","10/8/2019 15:02",20
"A180585","AMGO",28,"2019-09-20 15:02:00",-56.1037941,-1.8736511,"G",NA,NA,NA,NA,"3D",NA,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-09-22 15:02:00",-56.0854912,-1.8886272,"G",NA,NA,NA,NA,"3D",2631.755546,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-09-24 15:02:00",-56.0855408,-1.8884736,"G",NA,NA,NA,NA,"3D",17.96713414,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-09-26 15:02:00",-56.0855675,-1.8884224,"G",NA,NA,NA,NA,"3D",6.427248304,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-09-28 15:02:00",-56.0642433,-1.87808,"G",NA,NA,NA,NA,"3D",2637.110696,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-09-30 15:02:00",-56.064373,-1.8782336,"G",NA,NA,NA,NA,"3D",22.3741046,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-10-02 15:02:00",-56.0647545,-1.882432,"G",NA,NA,NA,NA,"3D",469.2872222,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-10-04 15:02:00",-56.0645523,-1.8817919,"G",NA,NA,NA,NA,"3D",74.72256027,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-10-06 15:02:00",-56.0364418,-1.8534015,"G",NA,NA,NA,NA,"3D",4446.340335,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180585","AMGO",28,"2019-10-08 15:02:00",-56.0829811,-1.8882432,"G",NA,NA,NA,NA,"3D",6469.513069,10,"9/20/2019 15:02","10/8/2019 15:02",18
"A180586","AMGO",29,"2019-09-14 15:02:00",-59.1753845,-3.2809088,"G",NA,NA,NA,NA,"3D",NA,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-16 15:02:00",-59.1150703,-3.2867968,"G",NA,NA,NA,NA,"3D",6735.090948,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-18 15:02:00",-59.1106682,-3.2849536,"G",NA,NA,NA,NA,"3D",530.5189084,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-20 15:02:00",-59.1086197,-3.2875648,"G",NA,NA,NA,NA,"3D",369.2205565,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-22 15:02:00",-59.1103096,-3.2859008,"G",NA,NA,NA,NA,"3D",263.7889322,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-24 15:02:00",-59.1106415,-3.2849791,"G",NA,NA,NA,NA,"3D",109.0321246,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-26 15:02:00",-59.1208572,-3.3481855,"G",NA,NA,NA,NA,"3D",7127.108342,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180586","AMGO",29,"2019-09-28 15:02:00",-59.1207314,-3.34816,"G",NA,NA,NA,NA,"3D",14.26536991,8,"9/14/2019 15:02","9/28/2019 15:02",14
"A180588","AMGO",30,"2019-10-12 15:02:00",-57.8452606,-2.6813569,"G",NA,NA,NA,NA,"3D",NA,2,"10/12/2019 15:02","10/14/2019 15:02",2
"A180588","AMGO",30,"2019-10-14 15:02:00",-57.8111877,-2.6141825,"G",NA,NA,NA,NA,"3D",8382.945158,2,"10/12/2019 15:02","10/14/2019 15:02",2
"A180602","AMGO",31,"2019-09-30 14:58:00",-55.9243126,-1.8183552,"G",NA,NA,NA,NA,"3D",NA,2,"9/30/2019 14:58","10/2/2019 15:02",2
"A180602","AMGO",31,"2019-10-02 15:02:00",-55.9242897,-1.8185344,"G",NA,NA,NA,NA,"3D",20.11051286,2,"9/30/2019 14:58","10/2/2019 15:02",2
"A233009","AMGO",32,"2022-09-10 15:02:00",-58.1830788,-3.4420865,"G",NA,NA,NA,NA,"3D",NA,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",32,"2022-09-12 15:02:00",-58.182209,-3.4417024,"G",NA,NA,NA,NA,"3D",105.6865844,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",32,"2022-09-14 15:02:00",-58.182209,-3.4417281,"G",NA,NA,NA,NA,"3D",2.860910913,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",32,"2022-09-16 15:02:00",-58.182209,-3.4417281,"G",NA,NA,NA,NA,"3D",0,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",32,"2022-09-18 15:02:00",-58.1861496,-3.4462335,"G",NA,NA,NA,NA,"3D",665.7884655,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",32,"2022-09-20 15:02:00",-58.1821327,-3.4416769,"G",NA,NA,NA,NA,"3D",675.6631071,6,"9/10/2022 15:02","9/20/2022 15:02",10
"A233009","AMGO",33,"2022-09-22 15:02:00",-58.0473976,-3.388864,"G",NA,NA,NA,NA,"3D",NA,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-09-24 15:02:00",-58.0475502,-3.3890176,"G",NA,NA,NA,NA,"3D",24.08166238,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-09-26 15:02:00",-58.0475769,-3.3891201,"G",NA,NA,NA,NA,"3D",11.78970042,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-09-28 15:02:00",-58.0476303,-3.3890944,"G",NA,NA,NA,NA,"3D",6.587710692,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-09-30 15:02:00",-58.0453262,-3.3905537,"G",NA,NA,NA,NA,"3D",303.2280842,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-10-02 15:02:00",-58.0494728,-3.3864319,"G",NA,NA,NA,NA,"3D",650.2760087,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-10-04 15:02:00",-58.0455551,-3.3903999,"G",NA,NA,NA,NA,"3D",620.1982392,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-10-06 15:02:00",-58.0453491,-3.3905537,"G",NA,NA,NA,NA,"3D",28.58592972,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A233009","AMGO",33,"2022-10-08 15:02:00",-58.0621948,-3.3993599,"G",NA,NA,NA,NA,"3D",2113.111384,9,"9/22/2022 15:02","10/8/2022 15:02",16
"A61","LEYE",34,"2019-09-03 15:00:00",-55.956646,-2.1391487,"G",NA,NA,NA,NA,"3D",NA,2,"9/3/2019 15:00","9/5/2019 15:00",2
"A61","LEYE",34,"2019-09-05 15:00:00",-55.9565964,-2.1391232,"G",NA,NA,NA,NA,"2D",6.204983143,2,"9/3/2019 15:00","9/5/2019 15:00",2
"A61","LEYE",35,"2019-09-07 15:00:00",-55.7206917,-2.224448,"G",NA,NA,NA,NA,"3D",NA,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-09 15:00:00",-55.7206917,-2.2239103,"G",NA,NA,NA,NA,"3D",59.8564902,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-09 20:35:00",-55.72338,-2.21901,"2",777,173,367,87,NA,622.0861286,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-11 15:00:00",-55.7207947,-2.2238081,"G",NA,NA,NA,NA,"3D",606.6197085,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-13 15:00:00",-55.6525192,-2.2165887,"G",NA,NA,NA,NA,"3D",7637.091182,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-15 15:00:00",-55.6515465,-2.2142849,"G",NA,NA,NA,NA,"3D",278.3482785,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-15 22:02:00",-55.65218,-2.21114,"3",225,84,138,51,NA,357.1104282,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-17 15:00:00",-55.6518517,-2.2167935,"G",NA,NA,NA,NA,"3D",630.4033898,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A61","LEYE",35,"2019-09-19 15:00:00",-55.6511116,-2.2159488,"G",NA,NA,NA,NA,"3D",124.9779751,9,"9/7/2019 15:00","9/19/2019 15:00",12
"A65","LEYE",36,"2019-09-07 15:00:00",-57.1807365,-2.6097023,"G",NA,NA,NA,NA,"3D",NA,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-09 15:00:00",-57.1806831,-2.6098304,"G",NA,NA,NA,NA,"3D",15.4470617,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-13 15:00:00",-57.17733,-2.6102912,"G",NA,NA,NA,NA,"3D",376.3899577,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-15 15:00:00",-57.1775093,-2.6100864,"G",NA,NA,NA,NA,"3D",30.28726069,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-15 21:06:00",-57.17346,-2.60832,"3",1657,18,177,74,NA,491.3594773,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-17 15:00:00",-57.177433,-2.6100097,"G",NA,NA,NA,NA,"3D",480.1872273,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-19 15:00:00",-57.17733,-2.6098816,"G",NA,NA,NA,NA,"3D",18.29051105,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-21 15:00:00",-57.1771278,-2.6097281,"G",NA,NA,NA,NA,"3D",28.24145465,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-23 15:00:00",-57.1769981,-2.6097023,"G",NA,NA,NA,NA,"3D",14.70633467,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-25 15:00:00",-57.1756935,-2.6089857,"G",NA,NA,NA,NA,"3D",165.5620316,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-27 15:00:00",-57.1750031,-2.6070144,"G",NA,NA,NA,NA,"3D",232.4869376,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-27 22:50:00",-57.19752,-2.61417,"3",2566,22,242,79,NA,2627.615304,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-09-29 15:00:00",-57.1726723,-2.6087296,"G",NA,NA,NA,NA,"3D",2828.751663,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A65","LEYE",36,"2019-10-01 15:00:00",-57.1771774,-2.6661761,"G",NA,NA,NA,NA,"3D",6414.508135,14,"9/7/2019 15:00","10/1/2019 15:00",24
"A66","LEYE",37,"2019-09-13 15:00:00",-74.9734497,-7.4916992,"G",NA,NA,NA,NA,"3D",NA,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A66","LEYE",37,"2019-09-13 23:07:00",-74.98477,-7.47787,"1",1302,561,855,78,NA,1982.679429,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A66","LEYE",37,"2019-09-15 15:00:00",-74.9746323,-7.4916735,"G",NA,NA,NA,NA,"3D",1900.813094,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A66","LEYE",38,"2019-09-21 15:00:00",-74.9613419,-7.637619,"G",NA,NA,NA,NA,"3D",NA,5,"9/21/2019 15:00","9/29/2019 15:00",8
"A66","LEYE",38,"2019-09-23 15:00:00",-74.9710693,-7.654592,"G",NA,NA,NA,NA,"2D",2172.955052,5,"9/21/2019 15:00","9/29/2019 15:00",8
"A66","LEYE",38,"2019-09-25 15:00:00",-74.972374,-7.6545663,"G",NA,NA,NA,NA,"3D",143.9727619,5,"9/21/2019 15:00","9/29/2019 15:00",8
"A66","LEYE",38,"2019-09-27 15:00:00",-74.9718399,-7.6549759,"G",NA,NA,NA,NA,"3D",74.50704869,5,"9/21/2019 15:00","9/29/2019 15:00",8
"A66","LEYE",38,"2019-09-29 15:00:00",-74.9723511,-7.654541,"G",NA,NA,NA,NA,"3D",74.32830803,5,"9/21/2019 15:00","9/29/2019 15:00",8
"A66","LEYE",39,"2019-10-03 15:00:00",-63.811264,-17.2973175,"G",NA,NA,NA,NA,"3D",NA,5,"10/3/2019 15:00","10/9/2019 21:25",6.27
"A66","LEYE",39,"2019-10-05 15:00:00",-63.8580856,-17.2785015,"G",NA,NA,NA,NA,"3D",5399.512776,5,"10/3/2019 15:00","10/9/2019 21:25",6.27
"A66","LEYE",39,"2019-10-07 15:00:00",-63.810215,-17.2994175,"G",NA,NA,NA,NA,"3D",5595.589322,5,"10/3/2019 15:00","10/9/2019 21:25",6.27
"A66","LEYE",39,"2019-10-09 15:00:00",-63.8107262,-17.2991104,"G",NA,NA,NA,NA,"3D",64.19267882,5,"10/3/2019 15:00","10/9/2019 21:25",6.27
"A66","LEYE",39,"2019-10-09 21:25:00",-63.81197,-17.29905,"3",317,86,166,92,NA,132.3669393,5,"10/3/2019 15:00","10/9/2019 21:25",6.27
"A68","LEYE",40,"2019-09-13 15:00:00",-67.3761139,-9.7709436,"G",NA,NA,NA,NA,"3D",NA,3,"9/13/2019 15:00","9/17/2019 15:00",4
"A68","LEYE",40,"2019-09-15 15:00:00",-67.3763199,-9.7708416,"G",NA,NA,NA,NA,"3D",25.29128768,3,"9/13/2019 15:00","9/17/2019 15:00",4
"A68","LEYE",40,"2019-09-17 15:00:00",-67.3763962,-9.7707644,"G",NA,NA,NA,NA,"3D",11.99663764,3,"9/13/2019 15:00","9/17/2019 15:00",4
"A69","LEYE",41,"2019-08-22 15:00:00",-63.9075203,-14.2191744,"G",NA,NA,NA,NA,"3D",NA,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-08-24 15:00:00",-63.9074936,-14.219533,"G",NA,NA,NA,NA,"3D",40.0230086,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-08-26 15:00:00",-63.907444,-14.2196093,"G",NA,NA,NA,NA,"3D",10.03939392,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-08-28 15:00:00",-63.907444,-14.2195845,"G",NA,NA,NA,NA,"3D",2.760723372,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-08-30 15:00:00",-63.9073143,-14.2196608,"G",NA,NA,NA,NA,"3D",16.37144411,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-09-01 15:00:00",-63.9073677,-14.219738,"G",NA,NA,NA,NA,"3D",10.34692884,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-09-03 15:00:00",-63.9073677,-14.2197123,"G",NA,NA,NA,NA,"3D",2.860910913,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-09-03 21:43:00",-63.92827,-14.23157,"1",1783,188,579,75,NA,2613.346807,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-09-05 15:00:00",-63.9073143,-14.2197628,"G",NA,NA,NA,NA,"3D",2615.491758,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A69","LEYE",41,"2019-09-07 15:00:00",-63.9073677,-14.219738,"G",NA,NA,NA,NA,"3D",6.389523037,10,"8/22/2019 15:00","9/7/2019 15:00",16
"A70","LEYE",42,"2019-09-13 15:00:00",-64.583107,-14.4002428,"G",NA,NA,NA,NA,"3D",NA,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A70","LEYE",42,"2019-09-13 21:25:00",-64.58019,-14.38987,"2",691,274,435,68,NA,1196.764653,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A70","LEYE",42,"2019-09-15 15:00:00",-64.5799026,-14.3890562,"G",NA,NA,NA,NA,"3D",95.74563829,3,"9/13/2019 15:00","9/15/2019 15:00",2
"A70","LEYE",43,"2019-09-19 15:00:00",-64.1174164,-16.5623932,"G",NA,NA,NA,NA,"3D",NA,2,"9/19/2019 15:00","9/23/2019 15:00",4
"A70","LEYE",43,"2019-09-23 15:00:00",-64.112854,-16.5569153,"G",NA,NA,NA,NA,"3D",780.2851844,2,"9/19/2019 15:00","9/23/2019 15:00",4
"A71","LEYE",44,"2019-09-05 15:00:00",-59.0340996,-3.4520705,"G",NA,NA,NA,NA,"3D",NA,4,"9/5/2019 15:00","9/11/2019 15:00",6
"A71","LEYE",44,"2019-09-07 15:00:00",-59.0340996,-3.4518912,"G",NA,NA,NA,NA,"3D",19.9595847,4,"9/5/2019 15:00","9/11/2019 15:00",6
"A71","LEYE",44,"2019-09-09 15:00:00",-59.0340729,-3.4518912,"G",NA,NA,NA,NA,"3D",2.966837905,4,"9/5/2019 15:00","9/11/2019 15:00",6
"A71","LEYE",44,"2019-09-11 15:00:00",-59.0407562,-3.4638207,"G",NA,NA,NA,NA,"2D",1521.526025,4,"9/5/2019 15:00","9/11/2019 15:00",6
"A72","LEYE",45,"2019-08-26 15:00:00",-59.237236,-3.3261695,"G",NA,NA,NA,NA,"3D",NA,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-08-28 15:00:00",-59.2372589,-3.3262465,"G",NA,NA,NA,NA,"3D",8.941418652,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-08-30 15:00:00",-59.2372589,-3.3258111,"G",NA,NA,NA,NA,"3D",48.46850629,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-01 15:00:00",-59.2369537,-3.3261185,"G",NA,NA,NA,NA,"3D",48.18067487,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-03 15:00:00",-59.2368507,-3.3261695,"G",NA,NA,NA,NA,"3D",12.777173,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-03 21:36:00",-59.23818,-3.32637,"3",210,73,124,119,NA,149.4042754,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-05 15:00:00",-59.2366714,-3.3265023,"G",NA,NA,NA,NA,"3D",168.2992659,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-07 15:00:00",-59.2365952,-3.3262975,"G",NA,NA,NA,NA,"3D",24.32017044,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-09 15:00:00",-59.2361336,-3.3265536,"G",NA,NA,NA,NA,"3D",58.6881151,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-09 21:49:00",-59.24276,-3.32524,"1",24593,23,767,102,NA,750.7831933,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-11 15:00:00",-59.2353401,-3.3297791,"G",NA,NA,NA,NA,"3D",967.0894013,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-13 15:00:00",-59.2350845,-3.3300607,"G",NA,NA,NA,NA,"3D",42.30279768,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-15 15:00:00",-59.2353401,-3.3294976,"G",NA,NA,NA,NA,"3D",68.81962933,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-15 22:02:00",-59.23509,-3.32963,"3",251,73,136,117,NA,31.46007318,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A72","LEYE",45,"2019-09-17 15:00:00",-59.2352142,-3.3296256,"G",NA,NA,NA,NA,"3D",13.81122956,15,"8/26/2019 15:00","9/17/2019 15:00",22
"A75","LEYE",46,"2019-09-11 15:00:00",-65.0039902,-3.0397055,"G",NA,NA,NA,NA,"3D",NA,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A75","LEYE",46,"2019-09-13 15:00:00",-65.0371933,-3.0144897,"G",NA,NA,NA,NA,"3D",4637.105551,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A75","LEYE",46,"2019-09-13 21:30:00",-65.0187,-3.02803,"2",2997,59,421,78,NA,2549.172088,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A75","LEYE",46,"2019-09-15 15:00:00",-65.0362778,-3.0206592,"G",NA,NA,NA,NA,"3D",2119.306936,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A75","LEYE",46,"2019-09-17 15:00:00",-65.0112915,-3.0232191,"G",NA,NA,NA,NA,"3D",2792.174142,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A75","LEYE",46,"2019-09-19 15:00:00",-65.0113678,-3.0237567,"G",NA,NA,NA,NA,"3D",60.4434343,6,"9/11/2019 15:00","9/19/2019 15:00",8
"A80","LEYE",47,"2019-09-09 15:00:00",-56.9507713,-2.3940225,"G",NA,NA,NA,NA,"3D",NA,5,"9/9/2019 15:00","9/15/2019 15:00",6
"A80","LEYE",47,"2019-09-11 15:00:00",-56.9264755,-2.3982208,"G",NA,NA,NA,NA,"3D",2742.348037,5,"9/9/2019 15:00","9/15/2019 15:00",6
"A80","LEYE",47,"2019-09-11 22:53:00",-56.90154,-2.39391,"1",26427,76,1425,77,NA,2814.590419,5,"9/9/2019 15:00","9/15/2019 15:00",6
"A80","LEYE",47,"2019-09-13 15:00:00",-56.9263496,-2.3982975,"G",NA,NA,NA,NA,"3D",2802.26904,5,"9/9/2019 15:00","9/15/2019 15:00",6
"A80","LEYE",47,"2019-09-15 15:00:00",-56.9229965,-2.3976576,"G",NA,NA,NA,NA,"3D",379.6805604,5,"9/9/2019 15:00","9/15/2019 15:00",6
"CU","LEYE",48,"2018-09-19 15:02:00",-64.5362549,-13.9893379,"G",NA,NA,NA,NA,"3D",NA,3,"9/19/2018 15:02","9/23/2018 15:02",4
"CU","LEYE",48,"2018-09-21 15:02:00",-64.5317764,-13.9835005,"G",NA,NA,NA,NA,"3D",810.1166404,3,"9/19/2018 15:02","9/23/2018 15:02",4
"CU","LEYE",48,"2018-09-23 15:02:00",-64.5130844,-13.9666052,"G",NA,NA,NA,NA,"3D",2759.432266,3,"9/19/2018 15:02","9/23/2018 15:02",4
"HAL","LEYE",49,"2020-09-18 15:02:00",-55.5087738,-2.0052865,"G",NA,NA,NA,NA,"3D",NA,10,"9/18/2020 15:02","10/24/2020 15:02",36
"HAL","LEYE",49,"2020-09-22 15:02:00",-55.5266418,-2.0206721,"G",NA,NA,NA,NA,"3D",2623.902626,10,"9/18/2020 15:02","10/24/2020 15:02",36
"HAL","LEYE",49,"2020-09-26 15:02:00",-55.5191689,-1.9958656,"G",NA,NA,NA,NA,"3D",2883.879811,10,"9/18/2020 15:02","10/24/2020 15:02",36
"HAL","LEYE",49,"2020-09-30 15:02:00",-55.5197067,-1.9995776,"G",NA,NA,NA,NA,"3D",417.5270659,10,"9/18/2020 15:02","10/24/2020 15:02",36
"HAL","LEYE",49,"2020-10-04 15:02:00",-55.5206795,-1.9913344,"G",NA,NA,NA,NA,"3D",923.9889153,10,"9/18/2020 15:02","10/24/2020 15:02",36
