"id","species","stop_id","timestamp","lon","lat","lc","argos.semi.major","argos.semi.minor","argos.error.radius","argos.orientation","gps.fix.type.raw","dist_from","n_locs","start","end","duration"
"P158184","PESA",75,"2016-09-22 08:55:00",-72.66000366,-3.411000013,"2",NA,NA,NA,NA,NA,1352.040122,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",75,"2016-09-22 09:40:00",-72.64600372,-3.421999931,"B",NA,NA,NA,NA,NA,1979.799045,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",75,"2016-09-22 10:14:00",-72.64499664,-3.414999962,"B",NA,NA,NA,NA,NA,787.2277172,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",75,"2016-09-24 08:06:00",-72.65200043,-3.450999975,"0",NA,NA,NA,NA,NA,4082.372919,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",75,"2016-09-24 08:42:00",-72.64299774,-3.411000013,"2",NA,NA,NA,NA,NA,4563.766647,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",75,"2016-09-24 09:49:00",-72.64900208,-3.414000034,"3",NA,NA,NA,NA,NA,746.1270376,22,"9/13/2016 8:37","9/24/2016 9:49",11.05
"P158184","PESA",76,"2016-09-26 20:14:00",-68.76000214,-6.489999771,"3",NA,NA,NA,NA,NA,NA,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-26 20:31:00",-68.75700378,-6.489999771,"2",NA,NA,NA,NA,NA,331.6369384,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-26 21:32:00",-68.71600342,-6.449999809,"B",NA,NA,NA,NA,NA,6355.632878,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-28 20:37:00",-68.75,-6.486999989,"1",NA,NA,NA,NA,NA,5577.220035,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-28 20:52:00",-68.76100159,-6.488999844,"3",NA,NA,NA,NA,NA,1237.044774,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-28 23:41:00",-68.76100159,-6.492000103,"3",NA,NA,NA,NA,NA,333.9873041,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-09-29 00:33:00",-68.76799774,-6.489999771,"B",NA,NA,NA,NA,NA,805.2172724,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-10-01 00:38:00",-68.76499939,-6.487999916,"A",NA,NA,NA,NA,NA,399.4292065,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-10-01 06:02:00",-68.76100159,-6.488999844,"3",NA,NA,NA,NA,NA,455.9775685,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-10-01 08:22:00",-68.75900269,-6.486000061,"3",NA,NA,NA,NA,NA,400.4917553,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P158184","PESA",76,"2016-10-01 08:33:00",-68.76200104,-6.487999916,"3",NA,NA,NA,NA,NA,399.4302994,11,"9/26/2016 20:14","10/1/2016 8:33",4.51
"P175173","PESA",77,"2018-09-02 16:59:00",-76.9732208,-5.0517378,"G",NA,NA,NA,NA,"3D",NA,4,"9/2/2018 16:59","9/5/2018 17:01",3
"P175173","PESA",77,"2018-09-03 17:01:00",-76.9708405,-5.0495362,"G",NA,NA,NA,NA,"3D",360.1827827,4,"9/2/2018 16:59","9/5/2018 17:01",3
"P175173","PESA",77,"2018-09-04 16:59:00",-76.9706879,-5.0495362,"G",NA,NA,NA,NA,"3D",16.92142592,4,"9/2/2018 16:59","9/5/2018 17:01",3
"P175173","PESA",77,"2018-09-05 17:01:00",-76.9707108,-5.049664,"G",NA,NA,NA,NA,"3D",14.45147696,4,"9/2/2018 16:59","9/5/2018 17:01",3
"P175173","PESA",78,"2018-09-07 17:01:00",-75.6997223,-5.208077,"G",NA,NA,NA,NA,"3D",NA,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-08 16:59:00",-75.7232513,-5.2285056,"G",NA,NA,NA,NA,"3D",3460.518239,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-09 17:01:00",-75.723175,-5.2284799,"G",NA,NA,NA,NA,"3D",8.929068872,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-10 16:59:00",-75.7231522,-5.2284288,"G",NA,NA,NA,NA,"3D",6.224674142,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-11 17:01:00",-75.7231979,-5.2284288,"G",NA,NA,NA,NA,"3D",5.066134029,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-12 16:59:00",-75.7231522,-5.2284031,"G",NA,NA,NA,NA,"3D",5.818120513,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-13 17:01:00",-75.7231216,-5.228096,"G",NA,NA,NA,NA,"3D",34.35410296,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-14 16:59:00",-75.7232513,-5.2284546,"G",NA,NA,NA,NA,"3D",42.42957634,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-15 17:01:00",-75.7232285,-5.2284546,"G",NA,NA,NA,NA,"3D",2.527524095,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",78,"2018-09-16 16:59:00",-75.7351532,-5.2300415,"G",NA,NA,NA,NA,"3D",1333.677773,10,"9/7/2018 17:01","9/16/2018 16:59",9
"P175173","PESA",79,"2018-09-18 16:59:00",-66.5023117,-14.5344896,"G",NA,NA,NA,NA,"3D",NA,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-19 17:01:00",-66.5022583,-14.5344896,"G",NA,NA,NA,NA,"3D",5.754218727,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-20 16:59:00",-66.5022812,-14.5345154,"G",NA,NA,NA,NA,"3D",3.786534396,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-21 17:01:00",-66.5022812,-14.5345154,"G",NA,NA,NA,NA,"3D",0,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-22 16:59:00",-66.5018005,-14.5343618,"G",NA,NA,NA,NA,"3D",54.54792192,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-23 17:01:00",-66.5017471,-14.5343103,"G",NA,NA,NA,NA,"3D",8.122674322,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-24 16:59:00",-66.5005188,-14.5337725,"G",NA,NA,NA,NA,"3D",145.2680011,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175173","PESA",79,"2018-09-25 17:01:00",-66.5003662,-14.533824,"G",NA,NA,NA,NA,"3D",17.4144722,8,"9/18/2018 16:59","9/25/2018 17:01",7
"P175176","PESA",80,"2018-10-08 16:59:00",-65.6813965,-13.5203714,"G",NA,NA,NA,NA,"3D",NA,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-09 17:01:00",-65.678627,-13.5192194,"G",NA,NA,NA,NA,"2D",326.0356384,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-10 16:59:00",-65.6777115,-13.5187073,"G",NA,NA,NA,NA,"3D",114.3172979,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-11 17:01:00",-65.6748123,-13.51863,"G",NA,NA,NA,NA,"3D",313.9136028,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-12 16:59:00",-65.6722565,-13.5176573,"G",NA,NA,NA,NA,"3D",297.0654082,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-13 17:01:00",-65.6764069,-13.5183744,"G",NA,NA,NA,NA,"3D",456.2583982,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175176","PESA",80,"2018-10-14 16:59:00",-65.6723862,-13.5178366,"G",NA,NA,NA,NA,"3D",439.2811667,7,"10/8/2018 16:59","10/14/2018 16:59",6
"P175184","PESA",81,"2018-10-07 17:01:00",-63.6897659,-15.8528643,"G",NA,NA,NA,NA,"3D",NA,5,"10/7/2018 17:01","10/11/2018 17:01",4
"P175184","PESA",81,"2018-10-08 16:59:00",-63.6897163,-15.8531456,"G",NA,NA,NA,NA,"3D",31.76143629,5,"10/7/2018 17:01","10/11/2018 17:01",4
"P175184","PESA",81,"2018-10-09 17:01:00",-63.6896629,-15.8539133,"G",NA,NA,NA,NA,"3D",85.65107445,5,"10/7/2018 17:01","10/11/2018 17:01",4
"P175184","PESA",81,"2018-10-10 16:59:00",-63.6896133,-15.8539906,"G",NA,NA,NA,NA,"3D",10.11222636,5,"10/7/2018 17:01","10/11/2018 17:01",4
"P175184","PESA",81,"2018-10-11 17:01:00",-63.7071762,-15.8528643,"G",NA,NA,NA,NA,"3D",1884.903114,5,"10/7/2018 17:01","10/11/2018 17:01",4
"P175184","PESA",82,"2018-10-12 16:59:00",-62.6411133,-17.2859001,"G",NA,NA,NA,NA,"3D",NA,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P175184","PESA",82,"2018-10-13 17:01:00",-62.6406288,-17.2847233,"G",NA,NA,NA,NA,"3D",140.7597058,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P175184","PESA",82,"2018-10-14 16:59:00",-62.6392174,-17.2841854,"G",NA,NA,NA,NA,"3D",161.5296279,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P175184","PESA",82,"2018-10-15 17:01:00",-62.6388626,-17.2838268,"G",NA,NA,NA,NA,"3D",54.91616027,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P175184","PESA",82,"2018-10-16 16:59:00",-62.641243,-17.2860546,"G",NA,NA,NA,NA,"3D",354.2892246,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P175184","PESA",82,"2018-10-17 17:01:00",-62.6406517,-17.2846985,"G",NA,NA,NA,NA,"3D",163.5212705,6,"10/12/2018 16:59","10/17/2018 17:01",5
"P180591","PESA",83,"2019-09-13 15:00:00",-69.3717346,-4.114573,"G",NA,NA,NA,NA,"3D",NA,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180591","PESA",83,"2019-09-14 15:02:00",-69.3700714,-4.1101441,"G",NA,NA,NA,NA,"3D",526.4736841,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180591","PESA",83,"2019-09-15 15:00:00",-69.3718948,-4.1465216,"G",NA,NA,NA,NA,"3D",4054.582376,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180591","PESA",83,"2019-09-16 15:02:00",-69.3712997,-4.1115007,"G",NA,NA,NA,NA,"3D",3899.068648,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180591","PESA",83,"2019-09-17 15:00:00",-69.3690491,-4.1199746,"G",NA,NA,NA,NA,"3D",975.8478255,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180591","PESA",83,"2019-09-18 15:02:00",-69.3718109,-4.1243777,"G",NA,NA,NA,NA,"3D",578.1696399,6,"9/13/2019 15:00","9/18/2019 15:02",5
"P180592","PESA",84,"2019-09-22 15:02:00",-69.30513,-11.4707069,"G",NA,NA,NA,NA,"3D",NA,3,"9/22/2019 15:02","9/24/2019 15:02",2
"P180592","PESA",84,"2019-09-23 15:00:00",-69.3063583,-11.4801788,"G",NA,NA,NA,NA,"3D",1062.887772,3,"9/22/2019 15:02","9/24/2019 15:02",2
"P180592","PESA",84,"2019-09-24 15:02:00",-69.3065338,-11.4805117,"G",NA,NA,NA,NA,"3D",41.71177859,3,"9/22/2019 15:02","9/24/2019 15:02",2
"P180592","PESA",85,"2019-09-26 15:02:00",-65.2504959,-13.5292034,"G",NA,NA,NA,NA,"3D",NA,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-09-27 15:00:00",-65.250061,-13.5282307,"G",NA,NA,NA,NA,"3D",118.0686246,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-09-28 15:02:00",-65.2758636,-13.5082111,"G",NA,NA,NA,NA,"3D",3572.956548,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-09-29 15:00:00",-65.2760468,-13.5080833,"G",NA,NA,NA,NA,"3D",24.40510189,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-09-30 15:02:00",-65.2760468,-13.5081596,"G",NA,NA,NA,NA,"3D",8.493677148,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-01 15:00:00",-65.2759933,-13.5081596,"G",NA,NA,NA,NA,"3D",5.790841202,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-02 15:02:00",-65.2759171,-13.5081854,"G",NA,NA,NA,NA,"3D",8.733630833,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-03 15:00:00",-65.2760468,-13.5081596,"G",NA,NA,NA,NA,"3D",14.32950015,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-04 15:02:00",-65.2760468,-13.5081596,"G",NA,NA,NA,NA,"3D",0,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-05 15:00:00",-65.2760925,-13.5081596,"G",NA,NA,NA,NA,"3D",4.946569025,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-06 15:02:00",-65.2760696,-13.5082111,"G",NA,NA,NA,NA,"3D",6.245854151,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-07 15:00:00",-65.2759705,-13.5081348,"G",NA,NA,NA,NA,"3D",13.68218516,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180592","PESA",85,"2019-10-08 15:02:00",-65.2758636,-13.5084419,"G",NA,NA,NA,NA,"3D",36.09130031,13,"9/26/2019 15:02","10/8/2019 15:02",12
"P180593","PESA",86,"2019-10-02 15:02:00",-65.5179138,-12.681818,"G",NA,NA,NA,NA,"3D",NA,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-03 15:00:00",-65.5320435,-12.6674051,"G",NA,NA,NA,NA,"3D",2220.171006,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-04 15:02:00",-65.5320969,-12.6674557,"G",NA,NA,NA,NA,"3D",8.084885511,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-05 15:00:00",-65.5321732,-12.6675844,"G",NA,NA,NA,NA,"3D",16.55086041,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-06 15:02:00",-65.5319672,-12.6673279,"G",NA,NA,NA,NA,"3D",36.27504841,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-07 15:00:00",-65.5321732,-12.6675072,"G",NA,NA,NA,NA,"3D",29.98274234,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-08 15:02:00",-65.5323029,-12.6678143,"G",NA,NA,NA,NA,"3D",36.97475112,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-09 15:00:00",-65.5323257,-12.6678143,"G",NA,NA,NA,NA,"3D",2.476302054,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-10 15:02:00",-65.5323257,-12.6677885,"G",NA,NA,NA,NA,"3D",2.872042862,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-11 15:00:00",-65.5323257,-12.6678658,"G",NA,NA,NA,NA,"3D",8.604996638,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-12 15:02:00",-65.5323029,-12.6678143,"G",NA,NA,NA,NA,"3D",6.244904292,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-13 15:00:00",-65.5323257,-12.6677628,"G",NA,NA,NA,NA,"3D",6.244904491,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-14 15:02:00",-65.5322723,-12.6678915,"G",NA,NA,NA,NA,"3D",15.45622661,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-15 15:00:00",-65.5322495,-12.6679678,"G",NA,NA,NA,NA,"3D",8.847294377,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-16 15:02:00",-65.5321732,-12.667942,"G",NA,NA,NA,NA,"3D",8.770498789,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180593","PESA",86,"2019-10-17 15:00:00",-65.5321732,-12.668045,"G",NA,NA,NA,NA,"3D",11.46590755,16,"10/2/2019 15:02","10/17/2019 15:00",15
"P180594","PESA",87,"2019-09-08 15:02:00",-66.6251907,-10.8901253,"G",NA,NA,NA,NA,"3D",NA,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-09 15:00:00",-66.6251373,-10.8900738,"G",NA,NA,NA,NA,"3D",8.181815539,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-10 15:02:00",-66.6252441,-10.8900995,"G",NA,NA,NA,NA,"3D",12.02024164,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-11 15:00:00",-66.6252136,-10.8900738,"G",NA,NA,NA,NA,"3D",4.393294916,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-12 15:02:00",-66.6253204,-10.890048,"G",NA,NA,NA,NA,"3D",12.02289698,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-13 15:00:00",-66.6252899,-10.890048,"G",NA,NA,NA,NA,"3D",3.334101357,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-14 15:02:00",-66.6251907,-10.8901253,"G",NA,NA,NA,NA,"3D",13.84336954,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-15 15:00:00",-66.6251678,-10.8900738,"G",NA,NA,NA,NA,"3D",6.255662412,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180594","PESA",87,"2019-09-16 15:02:00",-66.6251678,-10.8900995,"G",NA,NA,NA,NA,"3D",2.860910914,9,"9/8/2019 15:02","9/16/2019 15:02",8
"P180596","PESA",88,"2019-09-28 15:02:00",-69.3543015,-3.6385665,"G",NA,NA,NA,NA,"3D",NA,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-09-29 15:00:00",-69.3553772,-3.6391809,"G",NA,NA,NA,NA,"3D",137.6926601,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-09-30 15:02:00",-69.3538437,-3.6383104,"G",NA,NA,NA,NA,"3D",195.9956755,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-01 15:00:00",-69.3748627,-3.5825024,"G",NA,NA,NA,NA,"3D",6636.900588,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-02 15:02:00",-69.3435516,-3.5417471,"G",NA,NA,NA,NA,"3D",5717.093025,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-03 15:00:00",-69.3430405,-3.5416193,"G",NA,NA,NA,NA,"3D",58.54169072,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-04 15:02:00",-69.3403549,-3.5416448,"G",NA,NA,NA,NA,"3D",298.4021663,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-05 15:00:00",-69.3433762,-3.5407743,"G",NA,NA,NA,NA,"3D",349.3942497,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-06 15:02:00",-69.3433762,-3.5406463,"G",NA,NA,NA,NA,"3D",14.24889482,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-07 15:00:00",-69.343399,-3.5407231,"G",NA,NA,NA,NA,"3D",8.91675191,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-08 15:02:00",-69.3434525,-3.5405953,"G",NA,NA,NA,NA,"3D",15.41852252,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-09 15:00:00",-69.3437805,-3.5371647,"G",NA,NA,NA,NA,"3D",383.6275497,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-10 15:02:00",-69.3433228,-3.5408769,"G",NA,NA,NA,NA,"3D",416.3575145,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-11 15:00:00",-69.3433228,-3.5409279,"G",NA,NA,NA,NA,"3D",5.67729403,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",88,"2019-10-12 15:02:00",-69.3434982,-3.5404673,"G",NA,NA,NA,NA,"3D",54.85241019,15,"9/28/2019 15:02","10/12/2019 15:02",14
"P180596","PESA",89,"2019-10-17 15:00:00",-65.2850037,-13.1584129,"G",NA,NA,NA,NA,"3D",NA,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-18 15:02:00",-65.2851334,-13.1585922,"G",NA,NA,NA,NA,"3D",24.41396994,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-19 15:00:00",-65.2847748,-13.1583099,"G",NA,NA,NA,NA,"3D",49.98520746,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-20 15:02:00",-65.2848282,-13.1583614,"G",NA,NA,NA,NA,"3D",8.146912625,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-21 15:00:00",-65.2849503,-13.1580544,"G",NA,NA,NA,NA,"3D",36.64844108,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-22 15:02:00",-65.2849503,-13.1584387,"G",NA,NA,NA,NA,"3D",42.78008031,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-23 15:00:00",-65.2847519,-13.1581821,"G",NA,NA,NA,NA,"3D",35.75527807,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-24 15:02:00",-65.2849274,-13.1582594,"G",NA,NA,NA,NA,"3D",20.87929317,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P180596","PESA",89,"2019-10-25 15:00:00",-65.2850571,-13.1582594,"G",NA,NA,NA,NA,"3D",14.05906465,9,"10/17/2019 15:00","10/25/2019 15:00",8
"P197418","PESA",90,"2021-09-05 15:02:00",-66.6004105,-14.306982,"G",NA,NA,NA,NA,"3D",NA,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-06 15:00:00",-66.5967712,-14.3137407,"G",NA,NA,NA,NA,"3D",848.6266408,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-07 15:02:00",-66.5967484,-14.3144321,"G",NA,NA,NA,NA,"3D",77.00557652,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-08 15:00:00",-66.6047897,-14.3240318,"G",NA,NA,NA,NA,"3D",1376.322177,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-09 15:02:00",-66.6042252,-14.3235455,"G",NA,NA,NA,NA,"3D",81.47214665,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-10 15:00:00",-66.6041718,-14.323597,"G",NA,NA,NA,NA,"3D",8.126535232,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-11 15:02:00",-66.6039963,-14.3233919,"G",NA,NA,NA,NA,"3D",29.65805542,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-12 15:00:00",-66.6018143,-14.3251839,"G",NA,NA,NA,NA,"3D",308.5167428,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",90,"2021-09-13 15:02:00",-66.6017914,-14.3252096,"G",NA,NA,NA,NA,"3D",3.779614005,9,"9/5/2021 15:02","9/13/2021 15:02",8
"P197418","PESA",91,"2021-09-16 15:00:00",-64.0945282,-15.5872126,"G",NA,NA,NA,NA,"3D",NA,4,"9/16/2021 15:00","9/19/2021 15:02",3
"P197418","PESA",91,"2021-09-17 15:02:00",-64.0943756,-15.5867004,"G",NA,NA,NA,NA,"3D",59.31922018,4,"9/16/2021 15:00","9/19/2021 15:02",3
"P197418","PESA",91,"2021-09-18 15:00:00",-64.0938339,-15.5649157,"G",NA,NA,NA,NA,"3D",2425.75729,4,"9/16/2021 15:00","9/19/2021 15:02",3
"P197418","PESA",91,"2021-09-19 15:02:00",-64.0932465,-15.5647364,"G",NA,NA,NA,NA,"3D",66.07769684,4,"9/16/2021 15:00","9/19/2021 15:02",3
"P197419","PESA",92,"2021-09-15 15:02:00",-73.2478333,-4.2633343,"G",NA,NA,NA,NA,"3D",NA,2,"9/15/2021 15:02","9/16/2021 15:00",1
"P197419","PESA",92,"2021-09-16 15:00:00",-73.2522354,-4.260365,"G",NA,NA,NA,NA,"3D",589.9744578,2,"9/15/2021 15:02","9/16/2021 15:00",1
"P197419","PESA",93,"2021-09-17 15:02:00",-73.2352676,-3.7491584,"G",NA,NA,NA,NA,"2D",NA,2,"9/17/2021 15:02","9/18/2021 15:00",1
"P197419","PESA",93,"2021-09-18 15:00:00",-73.2259445,-3.7661824,"G",NA,NA,NA,NA,"3D",2159.607995,2,"9/17/2021 15:02","9/18/2021 15:00",1
"P197419","PESA",94,"2021-09-20 15:00:00",-73.9894409,-5.1826048,"G",NA,NA,NA,NA,"3D",NA,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-21 15:02:00",-73.9902344,-5.1839361,"G",NA,NA,NA,NA,"3D",172.3426709,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-22 15:00:00",-73.9901276,-5.183424,"G",NA,NA,NA,NA,"3D",58.22334396,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-23 15:02:00",-73.989975,-5.1833472,"G",NA,NA,NA,NA,"3D",18.95537013,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-24 15:00:00",-73.9900055,-5.183373,"G",NA,NA,NA,NA,"3D",4.436465615,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-25 15:02:00",-73.9900284,-5.1832962,"G",NA,NA,NA,NA,"3D",8.91833087,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",94,"2021-09-26 15:00:00",-73.9900284,-5.1835008,"G",NA,NA,NA,NA,"3D",22.77596782,7,"9/20/2021 15:00","9/26/2021 15:00",6
"P197419","PESA",95,"2021-09-30 15:00:00",-66.1582718,-14.3180161,"G",NA,NA,NA,NA,"3D",NA,6,"9/30/2021 15:00","10/5/2021 15:02",5
