"individual.local.identifier","species","stop_id","timestamp","lc","location.long","location.lat"
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229657708006,-15.203313883019
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229581298694,-15.2032097963645
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.322948976788,-15.2032732695052
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229695076281,-15.2032734986174
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228170829774,-15.2033167166521
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230210848541,-15.2033273557878
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228881606501,-15.2032686480077
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229959442833,-15.2033517998356
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228499582882,-15.2034174068383
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229677761136,-15.2032492275324
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229762561089,-15.2032960140161
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230228674403,-15.2033596112647
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228569010475,-15.2032696223289
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229894173108,-15.2032853506141
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228572776198,-15.2032690335437
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228810065255,-15.2032705304824
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229221630733,-15.2033570848082
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230255596368,-15.2032765528491
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229453737287,-15.2033321794808
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229263678192,-15.2033890562332
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.322874713776,-15.2033456905455
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3229574882932,-15.203320033785
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3230029404926,-15.2032962181994
"KCV","HUGO",57,2019-09-12 15:45:00,"G",-64.3228739947227,-15.2033150763526
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3226657173449,-15.203173946699
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228783360021,-15.2033757556927
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228914127356,-15.2033193923213
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229631354295,-15.2032773533777
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227958794149,-15.2031996939814
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227102082114,-15.2031031514546
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227499967405,-15.203273628343
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228542867153,-15.2031224099071
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228114977893,-15.2032179880948
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228245666546,-15.2032520872998
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227743716884,-15.2032484213953
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227874333315,-15.2032972156099
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227993949905,-15.2032351332294
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228164208507,-15.2032758021496
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229751124251,-15.2031843405102
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227581852799,-15.2032831784049
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228022473932,-15.203197316486
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228573049632,-15.2032251022793
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227712483516,-15.2031682046489
